2021-05-21 10:13:45,564 | 5256 | proxy.proxy, start_server, 224 | INFO | Server on ('127.0.0.1', 63333)
2021-05-21 10:13:45,565 | 5256 | proxy.proxy, start_server, 227 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-05-21 10:13:48,015 | 5256 | proxy.proxy, handle_switch, 241 | INFO | Client ('127.0.0.1', 55068) is connected
2021-05-21 10:13:48,018 | 5256 | proxy.proxy, handle_switch, 241 | INFO | Client ('127.0.0.1', 55070) is connected
2021-05-21 10:13:48,020 | 5256 | proxy.proxy, handle_switch, 241 | INFO | Client ('127.0.0.1', 55072) is connected
2021-05-21 10:13:48,023 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,024 | 5256 | proxy.proxy, handle_switch, 255 | DEBUG | read b'\x04\x00\x00\x10\x00\x00\x00%\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,026 | 5256 | proxy.proxy, send_to_controller, 396 | DEBUG | sent data to controller: b'\x04\x00\x00\x10\x00\x00\x00%\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,035 | 5256 | proxy.proxy, send_to_controller, 74 | DEBUG | set data and sent to controller : b'\x04\x00\x00\x10\x00\x00\x00%\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,035 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,035 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,036 | 5256 | proxy.proxy, handle_switch, 255 | DEBUG | read b'\x04\x00\x00\x10\x00\x00\x00&\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,036 | 5256 | proxy.proxy, send_to_controller, 396 | DEBUG | sent data to controller: b'\x04\x00\x00\x10\x00\x00\x00&\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,038 | 5256 | proxy.proxy, send_to_controller, 74 | DEBUG | set data and sent to controller : b'\x04\x00\x00\x10\x00\x00\x00&\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-21 10:13:48,038 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,039 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,039 | 5256 | proxy.proxy, handle_switch, 255 | DEBUG | read b"\x04\x00\x00\x10\x00\x00\x00'\x00\x01\x00\x08\x00\x00\x00\x10"
2021-05-21 10:13:48,043 | 5256 | proxy.proxy, send_to_controller, 396 | DEBUG | sent data to controller: b"\x04\x00\x00\x10\x00\x00\x00'\x00\x01\x00\x08\x00\x00\x00\x10"
2021-05-21 10:13:48,043 | 5256 | proxy.proxy, send_to_controller, 74 | DEBUG | set data and sent to controller : b"\x04\x00\x00\x10\x00\x00\x00'\x00\x01\x00\x08\x00\x00\x00\x10"
2021-05-21 10:13:48,044 | 5256 | proxy.proxy, handle_switch, 252 | DEBUG | waiting data ......
2021-05-21 10:13:48,050 | 5256 | proxy.proxy, handle_controller, 355 | INFO | connected Controller ('127.0.0.1', 6633)
2021-05-21 10:13:48,051 | 5256 | proxy.proxy, handle_controller, 360 | DEBUG | waiting data ......
2021-05-21 10:13:48,052 | 5256 | proxy.proxy, handle_controller, 362 | DEBUG | read b'\x04\x00\x00\x08\xd5\xd2\xdc:\x04\x05\x00\x08\xd5\xd2\xdc;'
2021-05-21 10:13:48,053 | 5256 | proxy.proxy, send_to_switch, 291 | DEBUG | sent data to switch: b'\x04\x00\x00\x08\xd5\xd2\xdc:\x04\x05\x00\x08\xd5\xd2\xdc;'
2021-05-21 10:13:48,053 | 5256 | proxy.proxy, send_to_switch, 92 | DEBUG | set data and sent to switch : b'\x04\x00\x00\x08\xd5\xd2\xdc:\x04\x05\x00\x08\xd5\xd2\xdc;'
