2021-05-05 10:14:26,020 | 5828 | proxy.proxy, start_server, 132 | INFO | Server on ('127.0.0.1', 63333)
2021-05-05 10:14:26,021 | 5828 | proxy.proxy, start_server, 135 | INFO | Server serve forever ('127.0.0.1', 63333)
2021-05-05 10:14:26,021 | 5828 | proxy.proxy, handle_controller, 254 | INFO | connected Controller ('127.0.0.1', 6633)
2021-05-05 10:14:26,022 | 5828 | proxy.proxy, handle_controller, 261 | DEBUG | waiting data ......
2021-05-05 10:14:26,022 | 5828 | proxy.proxy, handle_controller, 263 | DEBUG | read b'\x04\x00\x00\x08\xa4\x08\xbbS'
2021-05-05 10:14:26,023 | 5828 | proxy.proxy, handle_controller, 261 | DEBUG | waiting data ......
2021-05-05 10:14:29,568 | 5828 | proxy.proxy, handle_switch, 149 | INFO | Client ('127.0.0.1', 49950) is connected
2021-05-05 10:14:29,569 | 5828 | proxy.proxy, handle_switch, 155 | DEBUG | waiting data ......
2021-05-05 10:14:29,571 | 5828 | proxy.proxy, handle_switch, 157 | DEBUG | read b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,571 | 5828 | proxy.proxy, set_switch_data, 47 | DEBUG | DataManager set data from switch b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,572 | 5828 | proxy.proxy, handle_switch, 155 | DEBUG | waiting data ......
2021-05-05 10:14:29,573 | 5828 | proxy.proxy, get_switch_data, 56 | DEBUG | DataManager get data from switch b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,574 | 5828 | proxy.proxy, send_data, 291 | DEBUG | ready to send data to controller: b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,578 | 5828 | proxy.proxy, send_data, 294 | DEBUG | sent data to controller: b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,579 | 5828 | proxy.observable, notify_observers, 72 | DEBUG | notify data to observer: b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,581 | 5828 | api.observer, update, 35 | DEBUG | observed from observable: b'\x04\x00\x00\x10\x00\x00\x00\xcf\x00\x01\x00\x08\x00\x00\x00\x10'
2021-05-05 10:14:29,584 | 5828 | api.observer, update, 40 | DEBUG | unpack message : 0
2021-05-05 10:14:29,585 | 5828 | proxy.proxy, handle_switch, 149 | INFO | Client ('127.0.0.1', 49952) is connected
2021-05-05 10:14:29,586 | 5828 | proxy.proxy, handle_switch, 155 | DEBUG | waiting data ......
2021-05-05 10:14:29,596 | 5828 | proxy.proxy, handle_switch, 149 | INFO | Client ('127.0.0.1', 49954) is connected
2021-05-05 10:14:29,597 | 5828 | proxy.proxy, handle_switch, 155 | DEBUG | waiting data ......
2021-05-05 10:14:29,598 | 5828 | proxy.proxy, handle_controller, 263 | DEBUG | read b'\x04\x05\x00\x08\xa4\x08\xbbT'
2021-05-05 10:14:29,598 | 5828 | proxy.proxy, set_controller_data, 72 | DEBUG | DataManager set data from controller b'\x04\x05\x00\x08\xa4\x08\xbbT'
2021-05-05 10:14:29,598 | 5828 | proxy.proxy, handle_controller, 261 | DEBUG | waiting data ......
2021-05-05 10:14:29,599 | 5828 | proxy.proxy, handle_switch, 157 | DEBUG | read b'\x04\x00\x00\x10\x00\x00\x00\xd0\x00\x01\x00\x08\x00\x00\x00\x10'
